domain	clickable_num	auto_type	type	css_selector	text	raw_html
net-a-porter.com	7	duplicate	duplicate	#tc-privacy-wrapper [class*="button"]	Manage cookies	<button id="footer_tc_privacy_button" class="tc-reset-css tc-privacy-button" type="button" title="Manage cookies">Manage cookies</button>
selligent.com	0	other	other	 button 	Accept All	<button id="accept_all_button" style="display: none;">Accept All</button>
selligent.com	1	other	other	 button 	Decline All	<button id="decline_all_button">Decline All</button>
selligent.com	2	policy link	policy link	 a	View Required Cookies	<a class="viewcookie" href="javascript:;" role="button" tabindex="0" aria-label="View Required Cookies collapsed" style="visibility: visible;">View Required Cookies</a>
selligent.com	3	more options	more options	 a	Detailed Settings	<a class="viewcookie" href="javascript:;" role="button" tabindex="0" aria-label="Detailed Settings: Functional Cookies collapsed" style="visibility: visible;">Detailed Settings</a>
selligent.com	4	more options	more options	 a	Detailed Settings	<a class="viewcookie" href="javascript:;" role="button" tabindex="0" aria-label="Detailed Settings: Advertising Cookies collapsed" style="visibility: visible;">Detailed Settings</a>
selligent.com	5	confirm preferences	confirm preferences	 a	SUBMIT PREFERENCES	<a class="submit disable" tabindex="0" role="button" aria-busy="false" aria-label="">Submit Preferences</a>
selligent.com	6	opt-in option	opt-in option	 a	ACCEPT ALL	<a class="acceptAllButtonLower" tabindex="0" role="button" aria-hidden="false" style="">Accept All</a>
selligent.com	7	opt-out option	opt-out option	 a	DECLINE ALL	<a class="declineAllButtonLower" tabindex="0" role="button" aria-hidden="false" style="">Decline All</a>
selligent.com	8	policy link	policy link	 a	Privacy Policy	<a id="privacyPolicyAnchor" href="https://www.selligent.com/privacy-policy" target="_blank">Privacy Policy</a>
selligent.com	9	other	other	 a	Powered by:	<a href="http://trustarc.com/" target="_blank"><img style="padding-left:0px;height:17px;vertical-align:middle" alt="Company logo for TrustArc" src="https://consent.trustarc.com/get?name=Powered-By-TrustArc.png" target="_blank"></a>
selligent.com	10	duplicate	duplicate	 [role='button']	View Required Cookies	<a class="viewcookie" href="javascript:;" role="button" tabindex="0" aria-label="View Required Cookies collapsed" style="visibility: visible;">View Required Cookies</a>
selligent.com	11	duplicate	duplicate	 [role='button']	Detailed Settings	<a class="viewcookie" href="javascript:;" role="button" tabindex="0" aria-label="Detailed Settings: Functional Cookies collapsed" style="visibility: visible;">Detailed Settings</a>
selligent.com	12	duplicate	duplicate	 [role='button']	Detailed Settings	<a class="viewcookie" href="javascript:;" role="button" tabindex="0" aria-label="Detailed Settings: Advertising Cookies collapsed" style="visibility: visible;">Detailed Settings</a>
selligent.com	13	duplicate	duplicate	 [role='button']	SUBMIT PREFERENCES	<a class="submit disable" tabindex="0" role="button" aria-busy="false" aria-label="">Submit Preferences</a>
selligent.com	14	duplicate	duplicate	 [role='button']	ACCEPT ALL	<a class="acceptAllButtonLower" tabindex="0" role="button" aria-hidden="false" style="">Accept All</a>
selligent.com	15	duplicate	duplicate	 [role='button']	DECLINE ALL	<a class="declineAllButtonLower" tabindex="0" role="button" aria-hidden="false" style="">Decline All</a>
selligent.com	16	opt-out option	opt-out option	 [class*="button"]	SUBMIT PREFERENCESACCEPT ALLDECLINE ALL	<div class="pdynamicbutton" style="visibility: visible;"><div aria-hidden="true" class="warningMessage warningMessageHttps" style="display: none;"></div> <div class=""></div><a class="submit disable" tabindex="0" role="button" aria-busy="false" aria-label="">Submit Preferences</a><a class="acceptAllButtonLower" tabindex="0" role="button" aria-hidden="false" style="">Accept All</a><a class="declineAllButtonLower" tabindex="0" role="button" aria-hidden="false" style="">Decline All</a></div>
selligent.com	17	duplicate	duplicate	 [class*="Button"]	ACCEPT ALL	<a class="acceptAllButtonLower" tabindex="0" role="button" aria-hidden="false" style="">Accept All</a>
selligent.com	18	duplicate	duplicate	 [class*="Button"]	DECLINE ALL	<a class="declineAllButtonLower" tabindex="0" role="button" aria-hidden="false" style="">Decline All</a>
selligent.com	19	duplicate	duplicate	 [id*="accept"]	Accept All	<button id="accept_all_button" style="display: none;">Accept All</button>
selligent.com	20	duplicate	duplicate	 [class*="accept"]	ACCEPT ALL	<a class="acceptAllButtonLower" tabindex="0" role="button" aria-hidden="false" style="">Accept All</a>
audi.it	0	opt-in option	opt-in option	.ensNotifyBannerWrapper button 	Everyone accepts	<button id="ensCloseBanner" class="button raised blue" aria-label="Close consent Widget">Accetta Tutti</button>
audi.it	1	more options	more options	.ensNotifyBannerWrapper button 	Manage cookies	<button id="ens-priv-manage-preferences" class="ens-priv-btn-secondary">Gestisci i cookie</button>
audi.it	2	close option	close option	.ensNotifyBannerWrapper button 	cancel-large	<button type="button" class="btn-close"><svg viewBox="0 0 48 48" xmlns="http://www.w3.org/2000/svg" id="audi-icon-cancel-newci-large"><title>cancel-large</title><path d="M31.6,15.4 L15.4,31.6 M15.4,15.4 L31.7,31.7" stroke="currentColor" stroke-width="1" fill-rule="evenodd"></path></svg></button>
audi.it	3	more options	more options	.ensNotifyBannerWrapper a	"Manage cookies"	<a class="ensModalLink">"Gestisci i cookie"</a>
audi.it	4	policy link	policy link	.ensNotifyBannerWrapper a	Cookie Policy	<a class="nm-layerLink ensLinkToLegalLayer" href="/it/web/it/tools/navigation/layer/cookie_policy.html">Cookie Policy</a>
audi.it	5	policy link	policy link	.ensNotifyBannerWrapper a	Privacy Policy	<a class="nm-layerLink ensLinkToLegalLayer" href="/it/web/it/tools/navigation/layer/privacy_policy.html">Privacy Policy</a>
audi.it	6	other	other	.ensNotifyBannerWrapper a	Legal notes	<a class="nm-layerLink ensLinkToLegalLayer" href="/it/web/it/tools/navigation/layer/imprint.html">Note Legali</a>
audi.it	7	duplicate	duplicate	.ensNotifyBannerWrapper [class*="close"]	cancel-large	<button type="button" class="btn-close"><svg viewBox="0 0 48 48" xmlns="http://www.w3.org/2000/svg" id="audi-icon-cancel-newci-large"><title>cancel-large</title><path d="M31.6,15.4 L15.4,31.6 M15.4,15.4 L31.7,31.7" stroke="currentColor" stroke-width="1" fill-rule="evenodd"></path></svg></button>
audi.it	8	duplicate	duplicate	.ensNotifyBannerWrapper [class*="button"]	Everyone accepts	<button id="ensCloseBanner" class="button raised blue" aria-label="Close consent Widget">Accetta Tutti</button>
audi.it	9	opt-in option	opt-in option	.ensNotifyBannerWrapper [class*="Button"]	Everyone acceptsManage cookies	<div class="ensButtons"><button id="ensCloseBanner" class="button raised blue" aria-label="Close consent Widget">Accetta Tutti</button><button id="ens-priv-manage-preferences" class="ens-priv-btn-secondary">Gestisci i cookie</button></div>
vertexsmb.com	0	policy link	policy link	#CybotCookiebotDialog a	cookie policy	<a href="https://www.vertexinc.com/cookie-policy" style="">cookie policy</a>
vertexsmb.com	1	policy link	policy link	#CybotCookiebotDialog a	privacy policy	<a href="https://www.vertexinc.com/vertex-privacy-policy" style="">privacy policy</a>
vertexsmb.com	2	other	other	#CybotCookiebotDialog a	Deny	<a id="CybotCookiebotDialogBodyButtonDecline" class="CybotCookiebotDialogBodyButton" href="#" tabindex="0" lang="en">Deny</a>
vertexsmb.com	3	other	other	#CybotCookiebotDialog a	Allow all	<a id="CybotCookiebotDialogBodyButtonAccept" class="CybotCookiebotDialogBodyButton" href="#" tabindex="0" lang="en" style="margin-left: 2px;">Allow all</a>
vertexsmb.com	4	other	other	#CybotCookiebotDialog a	Show Details	<a id="CybotCookiebotDialogBodyButtonDetails" class="CybotCookiebotDialogBodyLink" href="#" tabindex="0" lang="en">Show Details</a>
vertexsmb.com	5	other	other	#CybotCookiebotDialog a	OK	<a id="CybotCookiebotDialogBodyLevelButtonAccept" href="#" tabindex="0" lang="en">OK</a>
vertexsmb.com	6	other	other	#CybotCookiebotDialog a	Deny	<a id="CybotCookiebotDialogBodyLevelButtonLevelOptinDeclineAll" class="CybotCookiebotDialogBodyButton" href="#" tabindex="0" lang="en" style="width: 88px;">Deny</a>
vertexsmb.com	7	confirm preferences	confirm preferences	#CybotCookiebotDialog a	Allow Selection	<a id="CybotCookiebotDialogBodyLevelButtonLevelOptinAllowallSelection" class="CybotCookiebotDialogBodyButton" href="#" tabindex="0" lang="en" style="width: 88px;">Allow Selection</a>
vertexsmb.com	8	opt-in option	opt-in option	#CybotCookiebotDialog a	Allow All	<a id="CybotCookiebotDialogBodyLevelButtonLevelOptinAllowAll" class="CybotCookiebotDialogBodyButton" href="#" tabindex="0" lang="en" style="width: 88px;">Allow All</a>
vertexsmb.com	9	other	other	#CybotCookiebotDialog a	Show Details	<a id="CybotCookiebotDialogBodyLevelDetailsButton" class="CybotCookiebotDialogBodyLink" href="#" tabindex="0" lang="en">Show Details</a>
vertexsmb.com	10	preference slider	preference slider	#CybotCookiebotDialog input[type="checkbox"]	Necessary	<input type="checkbox" id="CybotCookiebotDialogBodyLevelButtonNecessary" class="CybotCookiebotDialogBodyLevelButton CybotCookiebotDialogBodyLevelButtonDisabled" disabled="disabled" checked="checked">
vertexsmb.com	11	preference slider enabled	preference slider enabled	#CybotCookiebotDialog input[type="checkbox"]	Preferences	<input type="checkbox" id="CybotCookiebotDialogBodyLevelButtonPreferences" class="CybotCookiebotDialogBodyLevelButton" checked="checked" tabindex="0">
vertexsmb.com	12	preference slider enabled	preference slider enabled	#CybotCookiebotDialog input[type="checkbox"]	Statistics	<input type="checkbox" id="CybotCookiebotDialogBodyLevelButtonStatistics" class="CybotCookiebotDialogBodyLevelButton" checked="checked" tabindex="0">
vertexsmb.com	13	preference slider enabled	preference slider enabled	#CybotCookiebotDialog input[type="checkbox"]	Marketing	<input type="checkbox" id="CybotCookiebotDialogBodyLevelButtonMarketing" class="CybotCookiebotDialogBodyLevelButton" checked="checked" tabindex="0">
vertexsmb.com	14	duplicate	duplicate	#CybotCookiebotDialog [class*="Button"]	Deny	<a id="CybotCookiebotDialogBodyButtonDecline" class="CybotCookiebotDialogBodyButton" href="#" tabindex="0" lang="en">Deny</a>
vertexsmb.com	15	duplicate	duplicate	#CybotCookiebotDialog [class*="Button"]	Allow all	<a id="CybotCookiebotDialogBodyButtonAccept" class="CybotCookiebotDialogBodyButton" href="#" tabindex="0" lang="en" style="margin-left: 2px;">Allow all</a>
vertexsmb.com	16	duplicate	duplicate	#CybotCookiebotDialog [class*="Button"]	Deny	<a id="CybotCookiebotDialogBodyLevelButtonLevelOptinDeclineAll" class="CybotCookiebotDialogBodyButton" href="#" tabindex="0" lang="en" style="width: 88px;">Deny</a>
